date,title,text
2018-10-10,[9.13 부동산대책 한달] 서울 아파트 호가·실거래 최고 1억 '뚝'...'거품 빠지는 단계,"정부의 9·13대책 후 약 한 달이 지난 서울 등 수도권 부동산 시장은 8월까지 치솟았던 가격에서 호가와 실거래가격이 모두 슬금슬금 빠지는 분위기다. 보유세 부담에 따른 매물이 하나둘씩 나오는 가운데 집값이 떨어지기를 기다리겠다는 관망 심리가 짙어지고 있다. 매도자들은 일부 호가 조정도 가능하다는 입장이지만 매수자들은 ‘바겐 세일’ 정도가 아니라면 거들떠 보지도 않는 상황이어서 호가 거품이 더 빠질 것으로 예상된다.  10일 서울경제신문이 서울 주요 지역의 부동산을 취재한 결과 국내 부동산 시장 흐름의 지표라 불리는 강남 3구의 일부 단지에서 매물이 늘고 호가와 실거래가가 소폭 조정됐다. 서초구 반포동의 김시연 래미안114공인 대표(서경 펠로)는 “매물이 쏟아지는 수준은 아니지만 경제적으로 버티기 힘드신 분들 물건 위주로 하나하나씩 매물이 나오고 있다”면서 “기존 재건축 위주로 거품이 빠지는 중”이라고 설명했다.    단지별로 보면 대치동 은마아파트 전용 76㎡은 최근 17억~17억5,000만원에 호가가 형성되고 있다. 인근 중개업소에 따르면 이 단지는 지난달 말 호가 수준인 17억5,000만원에 실거래됐다. 국토교통부 실거래가 신고 기준으로는 18억5,000만원까지 거래된 지난달에 비해서 때 호가·실거래가 모두 1억원 이상 빠졌다. 송파구 잠실동의 잠실주공5단지 전용 76㎡는 호가가 5,000만원 가량 빠진 18억 중반에 머물러 있다. 9월 초까지만 해도 19억 고가 매물이 나오기도 했던 단지다. 급매 물건이 실거래로 이어지기도 했다. 인근 A공인 대표는 “이 단지는 주인 사정으로 인해 급매가 나오면서 이달 초에 18억원에 계약됐다”면서도 “그러나 평균 호가는 별다르게 크게 내리거나 하진 않았다”고 말했다.  강남구 개포동의 개포주공 6단지 전용 83㎡는 호가가 2,000만~3,000만원 가량 빠진 19억5,000만원 선이다. 고재영 씨티21공인대표(서경 펠로)는 “이 단지는 최근 19억7,500만원에 계약되면서 최고가를 찍었고 지난달 중순에는 19억4,500만원에 마지막으로 거래됐다”고 말했다.  일부 단지의 호가 또는 실거래가가 소폭 조정되긴 했지만 집값 하락의 전초전으로 보긴 아직까진 이르다는 시각도 있었다. 집주인들이 ‘지르고 보자’는 식으로 호가를 올리면서 과열됐던 부동산 시장에서 거품이 걷히는 것으로 보는 것이 현장의 시각이다. 김시연 대표는 “매도 시기를 저울질 하는 매도자는 있지만 싸게 팔아야 하는지를 걱정하는 매도자는 없다”면서 “래미안퍼스티지 전용 59㎡가 20억원에 실거래된 후 21억원부터 호가 형성 중인 만큼 전반적으로는 호가가 빠졌다고 보기 어렵다”고 말했다. 송파구 잠실동의 한 중개업소 대표도 “잠실 엘스아파트 전용 84㎡도 17억 초반 급매도 있긴 한데 평균 호가는 17억8,000만~18억원선에 밀리진 않는 정도”라면서 “이런 상태가 지속될 듯 하다”고 밝혔다.    강북권에서는 급매 물건이 속속 나오기도 했다. 마포구 대장주인 ‘마포래미안푸르지오’는 최근 평균 호가인 14억~15억 보다 저렴한 12억6,000만원(1층), 13억원(4~5층) 매물이 나왔다. 인근의 한 중개업소 대표는 “최근에 나온 1층 물건은 원래 13억에 나왔다가 낮춘 것”이라면서 “매수세가 워낙 없어 4, 5층의 13억짜리 매물 두 건은 급매로 나왔는데도 몇 주째 거래로 이어지지 않고 있다”고 말했다. 용산구 산천동의 리버힐삼성은 전용 84㎡가 10억7,000만원에 매물로 나왔다. 전용 84㎡를 통틀어 이 물건 하나밖에 없다. 호가가 10억~11억원 수준으로 급매 정도는 아니지만 물건이 남향에 고층인 점을 감안했을 때 싸게 나온 편이다.  (...)"
2018-10-10,1가구 2주택 문의,9.13 대책 이전 수지 구입하고 9.13 대책 이후 분당 구입하면 둘다 전세로 돌린다면(거주하지 않음) 나중에 수지 매도시 양도세 면제 될 수 있을까요? 둘다 전세로 돌리다가 수지 매도후 분당으로 들어가서 살려고 하는건데요... 대책 이후 복잡하네요...
2018-10-10,[문의] 부동산 중개 수수료 관련...,"안녕하세요. 8월초 지금 거주중인 아파트 단지내에서 27 -> 32평으로 갈아타기를 했습니다. 인테리어 비용도 많이 들어갈것 같고,  그리고 이사 날짜가 같아서 인테리어 공사기간동안 단기 월세로 거처를 임시로 옮기면서 비용이 추가로 들어가게 되었습니다.  총 부대 비용을 계산하고 보니 모르고 있던 부분이 복비가 매도+매수로 인해 2군데에서 발생하네요...  즉, 살고 있는집(27평)을 A 부동산에서 매도, 매수한집(32평)을 A부동산을 통한 B 부동산에서 계약을 했습니다. 위와 같은 상황이면, A부동산에 제가 매수/매도에 대해서 각각 복비를 A부동산에게 지급해야하는것 같은데 맞죠? 그래서 중개수수료만해도 매도/매수건에 대해서 합산 금액이 거의 800(0.5%씩)만원가까이 되네요.  질문 :   - 이런 상황에서 A 부동산에게 중개수수료를 깎아줄 수 있는지 요청하는 것이 실례인가요?    (이미 계약했고 중도금까지 전달한 상태임)  - 만약 요청한다면 11월말이 잔금일인데요. 잔금일날 말씀드리는것이 좋을지 아니면 미리 10월말쯤에 넌지시 물어보는게 맞는지 좋을까요?  제가 복비를 매수할때만 내면 된다고 착각하고 있었네요. ㅠㅠ 지금 제 상황에서 좀 깎아 달라고 하는게 무례한 것일까요?  참고로 A 부동산은 지금 살고 있는 집을 제가 10년전에 매수할 때 매도자분께서 집을 내놓았던 부동산입니다. (그래서 가끔 부동산 소식도 문의하기도 해서 안면이 좀 있습니다.)  감사합니다."
2018-10-10,수원 매탄 위브하늘채 or 이편한세상 어떤가요?,실거주 목적이 우선이고요 장기적으로 투자도 된다면 좋습니다.  와이프와 둘이만 지내고 2세 계획은 없어서 교육환경은 크게 상관없습니다.  양쪽다 차량을 보유하고 있어서 교통도 크게 상관없습니다. (그래도 매매시 입지가 가장 중요하다고 들어서 학교나 교통등은 빠짐없이 보려하고 있습니다 ^^;;)  수지 쪽 생각했었는데 너무 과열되어 있어서 이쪽도 생활 환경은 나쁘지 않은것 같아서요.  투자 목적성에 더 비중을 둔다면 5억원 전 후로 수지와 비교한다면 어느쪽이 더 나을까요?
2018-10-10,서울 양평동 9억 상가주택,"매수 9억에 가능  전세보증금 3억 3천있고 대출승계 2억 6천가능  집은 94년 지었고 내/외부 리모델링했으며 역과는 3분거리  3층건물 1층에서 월세 150 정도 나오고 2,3층은 전세  어떨까요? 수익률은 거의 1~2%대인 것 같습니다.  땅은 평당 3500정도한다네요 (대지24평/건물18평x3층)  땅값보고 사야한다는 소리인데 어렵네용"
2018-10-10,지금 시장이 매도자 우위라지만 썩 좋지 않은 경험을 하네요,"아내가 집이 좁다고 하고, 30평 초반대를 알아보는데 오래된 아파트를 사서 인테리어 하자니 최소 3천 정도 쓸 것 같아서  그돈이면 더 보태서 5년 이내의 아파트로 가자고 하고 알아봤습니다.   단지 2개 정도 후보군을 찾았는데 내년 4월이 입주 잔금 2년이 될 시점이라 여유가 있는 건지 매물이 잘 없더군요.  모두 세안고라서 포기하려는데 매물 하나가 있더군요. 팔렸거나 허위 매물 같았는데  중층이라고 층수도 말 안해주고, 다짜고짜 중도금 1억 마련되냐고 하네요.  가능하다고 했는데 집보러 오라고 오기 전 1시간 전에 말하라고 하고 땡이더군요.   아쉬운 사람이 우물 판다고, 휴일에 약속 잡았습니다. 매물 올라 온지 한달이 지난 점이나 층호수가 비밀이라서  물건이 문제가 있다고 생각해서 자세히 봤습니다.  다행히 집주인은 괜찮은 느낌이었고, 부동산에서는 다른 부동산에서 매물을 채가서 이렇게 했다고 해명을 해주시더군요.  층도 괜찮았고, 호수는 최악은 아니었고, 등기부 등본 조회해보니 근저당이 없어서 놀랐구요.  꺼림직한게 집주인이 내년 2~4월 새로 분양 받아서 입주라서 잔금 기간이 긴게 흠이었습니다.  필시 첫달 2월로 맞추기는 힘들테고 4월정도에 양도세 면제 조건이 될테니  그때 잔금치룰 분위기인데 금리인상 건도 있구요.  그래도 찬밥 더운밥 가리면 못 살테니 계약한다고 연락했습니다.   부동산에서 연락해보겠다고 기다리라 하더니만 다른 동 호가가 얼마라고 2천 더 달라고 하네요.  지금 가격이 적정가로 보고 있어서 그렇게 드리기는 어렵다고 했는데, 새로 가격 올려서 매물 올렸네요.  이제 보니 집주인도 당장 매매보다는 그냥 가격이나 매수인 있나 체크하는 정도더군요.  집주인 불안감을 줄여준 호구된 기분이 썩 좋지는 않네요.  부동산에서는 아직 집 안 내놓았냐고 천만원 빨리 내놔서 저희집 빨리 팔라면서 말이죠. ㅋㅋ  3년 전에 내집 처음 마련하고 이사가려는데 한번 당해봅니다. ㅋㅋ"
2018-10-10,매도냐 전세냐 고민입니다,"안녕하세요 내집마련당 눈팅만 하던 회원입니다.  현재 우면동 네이처힐 아파트25평을 보유중이고, 어느정도  올라 매도를 하고 수지 성복동 자이 혹은 힐스테이트 큰평수를 매매를 해서 갈려고 합니다 (아직 부동산에 내놓지 않고, 수지 쪽 집만 보러 다니고 있습니다)  매도를 할 경우 대출도 다 갚을수 있고, 어느정도 이익을 남긴채 새롭게 시작할 순  있지만 우면동  아파트를 판다는게 조금 아까워서, 조금 무리를 해서라도 대출을 더 받아 우면동 집을  전세를 주고 성복동 아파트를 매매 하고 싶은게...제 속마음입니다. 와이프는 돈 내는 사람 마음대로 하라지만...  돈 벌수 있을때, 조금 욕심부려서 대출금을 갚으며 조금 힘들게 사는게 맞는지 조금 여유롭고 편하게 사는게 맞을지...너무 고민이 되네요..  시장 흐름상 우면동이 서초에서는 외곽이긴 하지만, 떨어지진 않을거 같아 지금 파는게 조금 아쉽긴 합니다.  처음 집 살때만 해도,,,떨어지지만 말아라고 생각했는데. 사람이 참 간사하네요.."
2018-10-10,야탑동과 여수동 어디가 좋을까요? 고민이 됩니다.,"안녕하세요   현재 야탑동에 살고 있습니다.  2세를 낳기 전에 현재 평수를 지금보다 조금더 넓혀 이사를 갈려고 합니다.   그래서 좀더 야탑역 쪽으로 옮겨갈려고 이것저것 알아보는 중인데요   매화마을 주공2단지, 여수동 산들마을이 고민이 되는데요   와이프는 여수동은 분당이 아니라고 알아볼 시도조차 못하게 합니다.   제 기준으로 봐서는 지은지 얼마안된 아파트인 여수동이 더 좋을꺼 같기도 하구요   가격차이도 제 기준으로 봐서는 크게 차이나지는 않아서 차라리 연식이 얼마안된 곳이 더 좋을꺼 같은데요  정말 그래도 분당이 아니면 나중에 후회할까요?   조언부탁드립니다."
2018-10-10,신혼 첫집 전세4억 매매7억 고민입니다.,안녕하세요  어쩌다보니 첫글이 고민상담글이네요.  내년 3월 결혼 예정이고 슬슬 집 알아보는 중입니다.   저랑 예비와이프 모은돈에 양가지원 합하여 대략 4억정도 자본금 마련했습니다.   직장이 선릉역이랑 동대문역사문화공원쪽이라 중간 지점으로 살곳을 알아보다보니 대충 약수하이츠. 행당한진/대림. 뚝섬쌍용. 강변프라임 정도 생각해냈습니다.(다른 좋은 거주지도 추천해주시면 감사합니다)  부동산 돌아다녀보니 25평정도가 전세4억초반. 매매7억초반이더라고요.   당연 실거주목적이고 아이도 가능하다면 바로 가질예정입니다.   둘이 작년 원천징수 기준으로 세전 1억정도 되다보니 무리해서 대출받으면 매매도 노려볼수있을듯하여 문의드립니다.  다만 정부지원대출은 소득한도 걸려서 시중은행 대출 받아야할듯하여 이자도 걱정되고. 육아휴직이라도하면 외벌이(소득 5천)가 되니까 무리가 아닐지 고민됩니다.  주변에 문의해도 그냥 전세살라는 의견과 무조건 풀대출로 매매하라는 의견이 반반이라서요.  내마당분들은 어떻게 생각하시는지 고견 여쭙고싶습니다.
2018-10-10,취득세를 취득후 60일 이내에 내면 되네요?,그동안은 잔금일에 법무사한테 송금해줬었는데 말이죠.  위택스 들어가보니 취득세는 취득 후 60일 이내에 신고납부로 안내되어있네요.  60일 채워서 내면 이자비용도 두달은 아낄 수 있으니 좋을듯 싶은데  이러면 잔금치르는 날 법무사 없이 진행하고 제가 셀프 등기해야만 할까요? 아니면 법무사(법무통) 협의해서 잔금 현장 대동해 서류 점검만 하고 등기는 60일 지나서 해달라고 해볼수 있을까요?
