date,title,text
2018-07-08,이번 종부세 이건 완전 망한 정책이예요.,과연 효과가 있을까 하는 생각이...
2018-07-07,판교출퇴근 전세냐 매매냐 고민중입니다.,현재 연봉 5000에 한달에 200씩 저축하고 있고 여태 모은돈은 3.5억 입니다.  판교 출퇴근이 힘들어 근처로 혼자 독립하려고 하는데 신축으로 알아보다 보니   9월에 입주하는 경기광주역에 우방아이유쉘이나 수지구청역에 샬레파인비스타 매매나 전세를 생각하고 있는데요  우방은 지금 프리미엄이 1억정도 붙어있어 두군데다 매매하려면 대출을 1억정도 받아야 할것 같구요  전세로 들어가면 지금 가진돈으로 가능할것 같은데 주위에 전세로 들어갔다가  집값이 많이 올라 나중에 후회하는 경우를 많이봐서 대출을받아서 매매를 해야할지 고민되네요..  올해 3월부터 디딤돌 1인가구 조건이 변경되서 디딤돌대출도 불가능해졌고 대출받게되면 보금자리론 으로 받게 될것 같습니다.  부동산쪽을 잘몰라서.. 조언부탁드립니다. 
2018-07-07,[완전잡담] 집값은 어떻게 될 것이냐.. 라는 글이 다시 올라오는 것 보니..,"요 몇달간 좀 잠잠..한 느낌이었는데, 이런 글들이 다시 나타나는 것을 보니.. 보합세를 깨고 슬슬슬슬 다시 오를 것만 같은 이 느낌적인 느낌은.. 뭘까요... 딱 4~5년전에도  것 같았던 것 같은데..허허..  머...  내마당의 많은 댓글들이 말씀하다시피.. 하나 깔고 앉을 집은 오늘이 제일 싸다.. 오를지 말지 걱정할 시간에 입지를 보고 물건을 골라라.. 라는게 모범답안이것지요"
2018-07-07,공릉동 잘 아시는분 계실까요?(공릉 풍림아이원),이런저런 사정으로 아버지가 동대문구 쪽 살던집을 정리하셔서 집보러 다녀야할 상황에 놓였습니다..   동생마저 내년초 결혼으로 출가 예정이라 아버지 혼자 사시기엔 30평대 필요 없고 20평대로 갈거라고 하셔서 집을 보고 있는데 올초부터 강북도 참 많이 올랐네요.;;;   경기도쪽은 싫으시다고 하셔서 예산 Max 4억으로 서울에 24평 아파트를 찾아보고 있습니다.   생활권이 서울동북부이다보니 동대문/성동/광진은 너무 올라서 가능한 곳은 주거환경이 너무 별로여서 그나마 공릉동쪽이 좀 나아보이네요.   그렇게 찾은곳이 공릉 풍림아이원이랑 화랑대쪽 태강아파트인데 개인적으로 공릉 풍림아이원이 7호선 라인에 이마트 걸어다닐만하고 교통이 나쁘진 않은것 같습니다.   요즘 네이버 부동산으론 4~4.2억 정도 나오는거 같고 실거래가는 4정도인데 아버지가 공무원 연금으로 생활하시기에 빚내는건 힘들어보입니다.   혹시 공릉 풍림아이원이나 태강아파트 살아보신분 계시면 댓글 부탁드립니다.   둘다 구조는 24평대라도 계단식이어서 실거주는 괜찮을거 같아서요. 태강은 호갱노노 후기에보면 조립식이라 층간소음이 심하다는 후기가 있네요.   사실 집값 상승은 미미할 것 같은데 또 급락하진 않을곳으로 보여서요. 아버지는 자산 가치 상승보다는 노후 편하게 사실 아파트를 찾고 계시네요.   예산 내에서 다른 괜찮은곳도 추천해주실 곳이 있다면 식견을 넓힐수 있을 것 같습니다.   참고로 제가 경기도 신도시에 분양권을 가지고 있어서 이쪽 분양권이나 주변 구축을 추천드렸는데 경기도는 싫으시다네요. /Vollago
2018-07-07,제 상황 좀 검토 해주세요,지금 현재 동탄1(능동)에 있는 자연앤데시앙이란 곳에 14년 1월에 매매해서 현재까지 살고 있습니다. 동탄2쪽이 최근 입주 물량이 많다 보니 아파트 시세가 그동안 거의 변동이 없었는데 얼마전 인덕원 연장선 능동역이 근처에 확정 되었습니다. 2023년 개통 예정이구요. 초 역세권은 아니지만 그래도 가까운편이구요. 그래서인지 요즘 쪼금 상승 분위기가 있긴합니다. 제가 직장이 서울이고 외벌이에(월수입 실수령 460정도) 초1 딸이 하나 있구요. 현재 집 대출은 다 상환 상태입니다 제가 그동안 너무 재테크쪽에 관심이 없었던것도 같고 주식 이런것도 좀 글코해서 실거주 하며 좀 오를 가능성 있는곳으로 옮기고 싶은데 제 상황이라면 어떻게 하는게 좋을까요. 추천 가능한 옵션이 있을까요. 아님 좀 기다려보는게 좋을지요 의견 좀 주세요
2018-07-07,잠실 한신코아에 대해서 잘 아시는 분 있으신가요?,"현재 잠실미성에 세들어가 살고있고, 이번에 관리처분인가가 나서 곧 이사를 해야합니다. 주변 아파트를 알아보니 한신코아가 20평대 매매가가 7억대이던데, 한동 아파트 이고 주차난이 심각하고 대지지분이 낮다는 얘기는 들었지만 그래도 위치는 괜찮은데 주변 아파트들보다 가격이 낮은 이유가 뭘까요?   그리고 혹시 살아보신분들 있으시면 주의해야할 점 있을까요? 고견부탁드립니다."
2018-07-07,내 소유의 땅에 타인의 건물이 침범해있다면,간략하게 지적도와 위성사진 상 옆 건물이 내 소유의 토지를 침범해 있는 것으로 의심됩니다. 비용을 들여서라도 우선 측량을 우선 하라고 하던데 그 후에 정확한 사실관계가 밝혀지고 나서 제가 취할 수 있는 액션이 뭐가있을까요  미세하게 제 건물도 공공부지에 걸쳐있어서 도로사용료를 제법 내고 있는터라 일정한 금액은 받는게 맞지않나 싶은데 혹시 정해진 규정이나 룰이 있을까요  감사합니다.
2018-07-06,누수 관련 질문드립니다.,저는 6층 거주하고 아랫층(5층) 거실천장 누수때문에 문의 드립니다. 모바일이라 경어체 죄송합니다.   간단히 요약하면   1. 작년 여름 장마철 처음 누수 발생 2. 아랫층에서 저희집 확인 (육안) 아파트 외벽 누수로 판단하고 내려감 3. 이후 큰비 없이 여름이 끝나고 4. 이번 태풍영향권때 큰비 이후 또 누수가 시작됐다고 함 5. 아랫층은 거실 천장을뜯고 확인 (첨부사진) 6. 천장에 조각처럼 공구리가 된것 이상해 보임   우선 현재 상황은 이렇구요. 이런일을 처음 겪어서 어떻게 처리해야 할지 모르겠습니다.   매매한지 3년됐는데 이런일이 생기니 답답하네요.   고견 부탁드립니다.  /Vollago
2018-07-06,오피스텔 전세 근저당 말소조건 계약관련,안녕하세요. 오피스텔을 전세로 들어가려고하는데 해당 물건에 근저당으로 3.3억정도가 잡혀있는상태입니다. 제가 전세로 들어갈 금액은 1.8억 정도이고 비슷한 매물이 2.2억정도에 매매되는 상황인데  제가 전세로 들어갈 때 말소조건으로 계약하려고 하는데 제가 잘 모르는건지 1.7억을 전세금으로 주면 3.3억을 근저당말소설정이 가능한건가요?  물론 말소설정시에는 은행동행하고 자기앞수표로 지불하는걸로 하면 좀더 안전할거 같은데 해당 부분이 궁금하여 여쭙습니다..  의견주시면 정말 감사드리겠습니다!
2018-07-06,거실 마루 수리,안녕하세요   세입자구요.   살고있는집이 계약이되서 한달뒤에 이사갈것같습니다. 다름이아니고 살고있는집 바닥재가 문제가 있어서요.. 바닥재가 습기에 약한지 일부분이 변색이 되있습니다. 여기저기 작게 변색되어있는부분은 제외하고 작은방에 있는 변색부분은 무상수리(새아파트라 무상수리 기간에 받았습니다) 받았습니다. 문제는 거실 한가운데를 고무매트를 깔고 살았는데 그 부분중 일부(세로 80cm가로 50cm)가 변색되었는데 거긴 사용자 과실이라며 안해주더라고요.. 암튼 이럴경우 저희가 수리를 하고 나가야하는지 궁금합니다..
